Name	UCSC_RefGene_Name	UCSC_RefGene_Group	Regulatory_Feature_Group	CHR_hg38	Start_hg38	End_hg38
cg05941925	LMTK2	Body		chr7	98126470	98126472
cg13255542	THYN1;THYN1;THYN1;THYN1;THYN1	Body;Body;Body;Body;Body		chr11	134250890	134250892
cg24069928	RNASET2	Body	Promoter_Associated	chr6	166953287	166953289
cg03948938	RXRA	Body		chr9	134371876	134371878
cg14590394	CCDC26	Body		chr8	129591740	129591742
cg04759756	SLA2;SLA2	5'UTR;5'UTR		chr20	36645529	36645531
cg11990892	HDLBP;HDLBP;HDLBP	TSS1500;TSS1500;5'UTR	Promoter_Associated	chr2	241274305	241274307
cg22312249	TMEM104	Body		chr17	74783288	74783290
cg25771026				chr3	196625155	196625157
cg20794855	ADHFE1	Body		chr8	66453104	66453106
cg05288655	DTX1	Body		chr12	113082888	113082890
cg10726093				chr2	28438689	28438691
cg15244101			Promoter_Associated	chr12	49233840	49233842
cg01426713				chr6	106069657	106069659
cg09529363	XPO7	Body		chr8	22002398	22002400
cg02185248	RPTOR;RPTOR	Body;Body		chr17	80774693	80774695
cg07102611	SLC39A9;SLC39A9;SLC39A9;SLC39A9;SLC39A9;SLC39A9;SLC39A9;SLC39A9;SLC39A9;SLC39A9	ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;Body;Body;Body;Body;Body	Unclassified_Cell_type_specific	chr14	69442264	69442266
cg05595469	PCNT	Body	Unclassified_Cell_type_specific	chr21	46425948	46425950
cg09242530	SERINC5;SERINC5;SERINC5;SERINC5;SERINC5	Body;Body;Body;Body;Body		chr5	80143727	80143729
cg03278108	LOC100129034;PSMB7	Body;Body		chr9	124355533	124355535
cg21553182	ZNF578	TSS200	Promoter_Associated	chr19	52453567	52453569
cg12840069				chr2	85428818	85428820
cg09273030	THAP4	Body		chr2	241627489	241627491
cg18729704	PDCD11	Body		chr10	103399726	103399728
cg02258482	COG7	Body		chr16	23423636	23423638
cg24320290				chr7	129600234	129600236
cg20888499				chr2	426251	426253
cg01084425	SEMA4B;SEMA4B	Body;Body		chr15	90223864	90223866
cg06857898	CUX2	Body		chr12	111122630	111122632
cg00980047				chr12	121204917	121204919
cg04602992	CD79B;CD79B;CD79B;CD79B;CD79B;CD79B	1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR	Promoter_Associated	chr17	63932267	63932269
cg06591728	TTLL11	Body		chr9	121946405	121946407
cg19205426	SPIDR;SPIDR;SPIDR;SPIDR	Body;Body;Body;Body		chr8	47370112	47370114
cg27068385	BCL7A;BCL7A	Body;Body	Unclassified	chr12	122032713	122032715
cg07516556	LPCAT1	Body		chr5	1474980	1474982
cg15082870				chr7	35983230	35983232
cg24135868	ARHGAP26;ARHGAP26	Body;Body		chr5	142837480	142837482
cg12828610	PKIB;PKIB;PKIB	5'UTR;5'UTR;5'UTR		chr6	122484894	122484896
cg16339729	LSM7	Body		chr19	2324661	2324663
cg26503073			Unclassified_Cell_type_specific	chr7	6664442	6664444
cg13084311	BICD2;BICD2	Body;Body	Gene_Associated	chr9	92729396	92729398
cg14818277				chr7	41916828	41916830
cg15339539	EHHADH-AS1	Body		chr3	185172809	185172811
cg05305521				chr8	125592209	125592211
cg10470144	IARS;IARS;IARS	Body;Body;Body		chr9	92267039	92267041
cg11123381	AOAH;AOAH;AOAH	Body;Body;Body		chr7	36515007	36515009
cg04682832	EZR-AS1;EZR	Body;TSS1500		chr6	158819950	158819952
cg17388108				chr6	66226409	66226411
cg04089260				chr6	159117697	159117699
cg18857618	CD8B;CD8B;CD8B	Body;3'UTR;Body		chr2	86821365	86821367
cg26077615	PPFIA1;PPFIA1;PPFIA1	Body;Body;Body		chr11	70358822	70358824
cg21281638	C7orf26;C7orf26	Body;Body		chr7	6591723	6591725
cg08251248				chr10	72326831	72326833
cg06932760	SSH1;SSH1;SSH1	Body;Body;Body	Gene_Associated_Cell_type_specific	chr12	108799884	108799886
cg16216349	IRF2	Body		chr4	184395594	184395596
cg07099481	AKAP13;AKAP13;AKAP13	Body;Body;Body		chr15	85694421	85694423
cg01026915	NOL4L;NOL4L	Body;Body		chr20	32469037	32469039
cg12103569	SFRS8	Body	Gene_Associated	chr12	131774014	131774016
cg25369262	TSPAN1	Body		chr1	46183459	46183461
